No de factura;Fecha de factura;ID Cliente;Pai­s;Cantidad;Monto
540695;01/11/2021;;United Kingdom;1;0
574697;11/06/2021;16488;United Kingdom;109;144
558183;6/27/2021;15996;United Kingdom;53;141
551294;4/27/2021;13468;United Kingdom;94;155
559943;7/14/2021;;United Kingdom;-251;0
554598;5/25/2021;13263;United Kingdom;139;260
573123;10/27/2021;13654;United Kingdom;626;893
564217;8/24/2021;12994;United Kingdom;-12;-36
545228;03/01/2021;16078;United Kingdom;16;79
575742;11/11/2021;14309;United Kingdom;180;329
543841;2/14/2021;17095;United Kingdom;-1;-208
557613;6/21/2021;;United Kingdom;80;0
550786;4/20/2021;16672;United Kingdom;48;60
556122;06/09/2021;;United Kingdom;-108;0
539437;12/17/2020;;United Kingdom;1310;5946
551017;4/26/2021;17975;United Kingdom;-16;-95
574521;11/04/2021;15358;United Kingdom;198;380
565388;09/02/2021;14415;United Kingdom;203;462
568535;9/27/2021;15241;United Kingdom;46;67
548508;3/31/2021;14189;United Kingdom;-1;-2
549351;04/08/2021;;United Kingdom;-21;0
576589;11/15/2021;17659;United Kingdom;367;438
553479;5/17/2021;13098;United Kingdom;-3;-11
564368;8/25/2021;16493;United Kingdom;-40;-17
552514;05/09/2021;;United Kingdom;421;1778
546847;3/17/2021;12989;United Kingdom;164;437
543130;02/03/2021;16997;United Kingdom;40;78
563573;8/17/2021;16734;United Kingdom;1;3
553131;5/13/2021;16401;United Kingdom;172;212
571836;10/19/2021;18019;United Kingdom;7;38
538195;12/10/2020;15061;United Kingdom;50;338
538117;12/09/2020;13327;United Kingdom;36;60
561229;7/26/2021;17096;United Kingdom;-3;-25
573106;10/27/2021;12626;Germany;137;217
549737;04/12/2021;13599;United Kingdom;80;159
555326;06/02/2021;;United Kingdom;49;264
537830;12/08/2020;13649;United Kingdom;67;198
559471;07/08/2021;17512;United Kingdom;290;239
565225;09/01/2021;16808;United Kingdom;80;122
565398;09/02/2021;15856;United Kingdom;487;855
552216;05/06/2021;;United Kingdom;-19;0
570656;10/11/2021;16120;United Kingdom;762;997
542556;1/28/2021;;United Kingdom;-1;0
556532;6/13/2021;13856;United Kingdom;-5;-6
546771;3/16/2021;17515;United Kingdom;59;201
577325;11/18/2021;13094;United Kingdom;144;153
552028;05/05/2021;13969;United Kingdom;37;64
580539;12/05/2021;18180;United Kingdom;267;311
542006;1/25/2021;15218;United Kingdom;296;582
566957;9/15/2021;18172;United Kingdom;-1;-2
562255;08/03/2021;16607;United Kingdom;36;14
549813;04/12/2021;17972;United Kingdom;37;136
552957;05/12/2021;17404;Sweden;2794;2558
542736;1/31/2021;14744;United Kingdom;1;1
539467;12/19/2020;15044;United Kingdom;-3;-13
571410;10/17/2021;17527;United Kingdom;49;151
544190;2/16/2021;13089;United Kingdom;239;193
579134;11/28/2021;13115;United Kingdom;330;500
561809;7/29/2021;16684;United Kingdom;600;432
540057;01/04/2021;12483;Sweden;-1;-40
540467;01/07/2021;18198;United Kingdom;222;301
545401;03/02/2021;;United Kingdom;-5;0
550334;4/17/2021;17320;United Kingdom;256;459
569330;10/03/2021;15311;United Kingdom;279;607
542777;02/01/2021;14911;EIRE;463;798
560024;7/14/2021;15005;United Kingdom;169;245
561590;7/28/2021;18268;United Kingdom;-2;-26
570983;10/13/2021;14963;United Kingdom;268;314
574273;11/03/2021;16322;United Kingdom;120;213
577008;11/17/2021;16869;United Kingdom;134;133
545713;03/07/2021;;United Kingdom;739;3198
579545;11/30/2021;13098;United Kingdom;515;931
559379;07/08/2021;;United Kingdom;-8;0
562775;08/09/2021;15078;United Kingdom;248;495
556461;06/12/2021;13798;United Kingdom;558;831
580434;12/04/2021;17114;United Kingdom;40;91
575518;11/10/2021;;United Kingdom;22;0
570830;10/12/2021;14852;United Kingdom;357;648
544296;2/17/2021;14298;United Kingdom;196;55
539606;12/20/2020;16145;United Kingdom;-10;-12
542059;1/25/2021;16757;United Kingdom;81;107
543662;02/11/2021;14441;United Kingdom;-5;-55
556328;06/10/2021;;United Kingdom;47;0
550766;4/20/2021;17463;United Kingdom;109;234
544196;2/17/2021;13327;United Kingdom;102;203
567912;9/22/2021;15555;United Kingdom;536;353
573143;10/27/2021;13098;United Kingdom;810;951
576620;11/15/2021;;United Kingdom;1;0
555589;06/06/2021;12802;Netherlands;314;428
561079;7/24/2021;13956;United Kingdom;250;387
559605;07/11/2021;15045;United Kingdom;76;347
538361;12/10/2020;17757;United Kingdom;59;158
559797;07/12/2021;12720;Germany;252;267
580054;12/01/2021;18122;United Kingdom;351;442
560182;7/15/2021;12971;United Kingdom;203;254
561231;7/26/2021;15855;United Kingdom;151;238
546127;03/09/2021;17730;United Kingdom;158;411
567702;9/22/2021;15810;United Kingdom;5;31
556632;6/13/2021;16987;United Kingdom;17;114
555419;06/03/2021;15498;United Kingdom;2;17
541674;1/20/2021;16892;United Kingdom;-1;-16
578528;11/24/2021;;United Kingdom;-20;0
542215;1/26/2021;12472;Germany;485;825
559421;07/08/2021;12648;Germany;160;318
539933;12/23/2020;15235;United Kingdom;333;530
552035;05/05/2021;;United Kingdom;2;18
566574;9/13/2021;;United Kingdom;22;0
558475;6/29/2021;;United Kingdom;4137;8706
564047;8/22/2021;16952;United Kingdom;25;11
577542;11/20/2021;13565;United Kingdom;94;130
564710;8/28/2021;15625;United Kingdom;219;288
573306;10/28/2021;17837;United Kingdom;-2;-17
566076;09/09/2021;12449;Belgium;372;1088
571254;10/14/2021;;United Kingdom;-2;0
546387;03/11/2021;16766;United Kingdom;268;573
549846;04/12/2021;;United Kingdom;-6;0
544635;2/22/2021;18257;United Kingdom;-12;-15
550809;4/20/2021;14189;United Kingdom;-1;-4
571037;10/13/2021;;United Kingdom;-25;0
536405;12/01/2020;14045;United Kingdom;128;326
547938;3/28/2021;13901;United Kingdom;244;434
544350;2/18/2021;17389;United Kingdom;12;97
561675;7/28/2021;17483;United Kingdom;48;120
546417;3/13/2021;14800;United Kingdom;536;629
570522;10/11/2021;16029;United Kingdom;1164;2076
539564;12/20/2020;18092;United Kingdom;196;756
567525;9/21/2021;18241;United Kingdom;36;110
558749;07/03/2021;16326;United Kingdom;29;155
555005;5/31/2021;16656;United Kingdom;1240;1093
578925;11/27/2021;17365;United Kingdom;359;426
558663;07/01/2021;;United Kingdom;100;0
539052;12/15/2020;15615;United Kingdom;6;18
568402;9/27/2021;16629;United Kingdom;277;181
543599;02/10/2021;17560;United Kingdom;16;0
564526;8/25/2021;15805;United Kingdom;407;570
550149;4/14/2021;13069;United Kingdom;214;330
566722;9/14/2021;13408;United Kingdom;336;467
566292;09/11/2021;13381;United Kingdom;390;521
559141;07/06/2021;15311;United Kingdom;380;684
565877;09/07/2021;15189;United Kingdom;133;304
555931;06/08/2021;17828;Malta;378;833
567691;9/21/2021;17567;United Kingdom;-202;-309
543034;02/02/2021;;United Kingdom;-130;0
566429;09/12/2021;17865;United Kingdom;12;25
578365;11/24/2021;15482;United Kingdom;794;1092
571683;10/18/2021;15140;United Kingdom;108;301
546301;03/10/2021;16778;United Kingdom;66;93
580322;12/02/2021;17567;United Kingdom;304;418
538078;12/09/2020;16255;United Kingdom;173;374
580301;12/02/2021;15271;United Kingdom;124;192
570428;10/10/2021;15553;United Kingdom;451;437
539999;01/04/2021;;United Kingdom;-1;0
562141;08/03/2021;17389;United Kingdom;66;441
538525;12/13/2020;12540;Spain;300;881
559705;07/12/2021;15719;United Kingdom;-1;-2
561399;7/27/2021;15125;United Kingdom;543;1049
571233;10/14/2021;15856;United Kingdom;-48;-122
540385;01/06/2021;14426;United Kingdom;-1;-11
537142;12/05/2020;12748;United Kingdom;16;41
556789;6/14/2021;15129;United Kingdom;3;15
572553;10/24/2021;;United Kingdom;652;2303
577680;11/21/2021;17227;United Kingdom;129;219
568688;9/28/2021;16458;United Kingdom;128;158
576656;11/16/2021;15687;United Kingdom;24;30
541265;1/16/2021;17609;United Kingdom;225;430
541653;1/20/2021;;United Kingdom;-1;-1050
537899;12/09/2020;12755;Japan;1488;3794
574963;11/08/2021;12919;United Kingdom;178;336
539144;12/16/2020;12980;United Kingdom;100;889
561623;7/28/2021;17677;United Kingdom;-10;-23
580139;12/02/2021;17157;United Kingdom;70;158
548447;3/31/2021;17315;United Kingdom;147;206
560242;7/17/2021;14659;United Kingdom;-1;-10
569670;10/05/2021;14730;United Kingdom;217;435
564948;8/31/2021;14895;United Kingdom;-3;-23
563930;8/21/2021;;United Kingdom;6;10
546429;3/13/2021;17611;United Kingdom;373;371
549666;04/11/2021;13113;United Kingdom;-32;-104
549343;04/08/2021;;United Kingdom;-3;0
561024;7/24/2021;12916;United Kingdom;263;693
577295;11/18/2021;12682;France;157;375
567377;9/20/2021;17450;United Kingdom;186;958
558611;6/30/2021;16475;United Kingdom;34;58
577544;11/20/2021;17758;United Kingdom;353;673
560100;7/14/2021;16422;United Kingdom;-1;-8
557662;6/21/2021;13630;United Kingdom;4;8
560876;7/21/2021;12626;Germany;522;1159
547393;3/22/2021;;United Kingdom;15;14
545450;03/02/2021;16839;United Kingdom;-2;-16
565738;09/06/2021;14667;United Kingdom;277;583
547004;3/18/2021;17419;United Kingdom;117;322
576893;11/17/2021;12481;Germany;153;187
550935;4/21/2021;;United Kingdom;-1;-195
543837;2/14/2021;14431;United Kingdom;-8;-73
576783;11/16/2021;13447;United Kingdom;235;475
564911;8/31/2021;16133;United Kingdom;-1;-4
577615;11/21/2021;12658;Germany;320;686
579447;11/29/2021;14390;United Kingdom;281;636
558111;6/26/2021;17114;United Kingdom;7;46
550365;4/18/2021;12731;France;-61;-86
577480;11/20/2021;14525;United Kingdom;539;997
574942;11/07/2021;15330;United Kingdom;568;395
545695;03/06/2021;17050;United Kingdom;352;841
537799;12/08/2020;15916;United Kingdom;55;143
573323;10/30/2021;15708;United Kingdom;230;664
572105;10/20/2021;15187;United Kingdom;24;306
541609;1/20/2021;15938;United Kingdom;32;75
550325;4/17/2021;15745;United Kingdom;127;303
567965;9/23/2021;14911;EIRE;-1;-4
579848;11/30/2021;18179;United Kingdom;404;221
550939;4/21/2021;16146;United Kingdom;211;386
563934;8/21/2021;15313;United Kingdom;25;52
575384;11/09/2021;17690;United Kingdom;181;505
566765;9/14/2021;;United Kingdom;-9;0
540509;01/09/2021;14800;United Kingdom;412;538
553731;5/19/2021;12481;Germany;429;739
538518;12/12/2020;14505;United Kingdom;511;1050
554873;5/27/2021;13988;United Kingdom;-1;-7
580983;12/06/2021;;United Kingdom;1651;6114
564213;8/24/2021;15301;United Kingdom;-3;-7
562711;08/08/2021;16788;United Kingdom;124;300
573505;10/31/2021;;United Kingdom;-22;0
549124;04/06/2021;16672;United Kingdom;150;481
553505;5/17/2021;12949;United Kingdom;350;678
542836;02/01/2021;16745;United Kingdom;172;239
549540;04/10/2021;17114;United Kingdom;-2;-16
558368;6/28/2021;14329;United Kingdom;803;960
567901;9/22/2021;;United Kingdom;395;1485
540095;01/04/2021;14553;United Kingdom;131;202
551035;4/26/2021;15065;United Kingdom;173;633
562602;08/08/2021;12865;Austria;550;981
564332;8/24/2021;14407;United Kingdom;122;355
538887;12/14/2020;13198;United Kingdom;-1;-11
575750;11/11/2021;12600;Germany;161;380
557475;6/20/2021;13517;United Kingdom;-1;-4
567530;9/21/2021;12390;Belgium;353;550
544143;2/16/2021;15759;United Kingdom;20;88
570884;10/13/2021;17315;United Kingdom;92;274
571853;10/19/2021;14306;United Kingdom;158;390
580097;12/01/2021;14216;United Kingdom;70;448
539076;12/16/2020;16525;United Kingdom;96;391
537859;12/08/2020;14030;United Kingdom;96;671
554682;5/25/2021;14085;United Kingdom;170;312
556502;6/13/2021;13761;United Kingdom;224;492
553199;5/15/2021;17758;United Kingdom;112;177
579916;12/01/2021;15187;United Kingdom;72;403
557328;6/20/2021;14646;Netherlands;61;155
575220;11/09/2021;17511;United Kingdom;1400;2506
564334;8/24/2021;15812;United Kingdom;181;214
576786;11/16/2021;16999;United Kingdom;153;239
544833;2/24/2021;15974;United Kingdom;388;769
568712;9/28/2021;17841;United Kingdom;303;748
578248;11/23/2021;16255;United Kingdom;306;437
546761;3/16/2021;17858;United Kingdom;84;432
555414;06/03/2021;16230;United Kingdom;170;266
558319;6/28/2021;;United Kingdom;41;262
536946;12/03/2020;13013;United Kingdom;363;842
541861;1/23/2021;13742;United Kingdom;-2;-20
576904;11/17/2021;14931;Channel Islands;78;212
570660;10/11/2021;14866;United Kingdom;1570;3931
543258;02/04/2021;;United Kingdom;1287;0
554004;5/20/2021;15367;United Kingdom;-2;-10
542899;02/01/2021;17376;United Kingdom;35;106
541362;1/17/2021;17730;United Kingdom;262;311
572300;10/23/2021;18005;United Kingdom;49;140
579741;11/30/2021;16910;United Kingdom;95;164
569766;10/06/2021;14849;United Kingdom;370;394
550033;4/14/2021;15005;United Kingdom;116;194
551895;05/05/2021;12877;United Kingdom;28;89
560269;7/17/2021;16168;United Kingdom;76;148
539402;12/17/2020;17315;United Kingdom;-16;-50
540185;01/05/2021;14653;United Kingdom;237;212
556460;06/12/2021;14276;United Kingdom;296;379
545603;03/04/2021;15827;United Kingdom;14;38
565016;8/31/2021;15764;United Kingdom;-8;-12
564049;8/22/2021;17585;United Kingdom;629;320
555263;06/01/2021;15192;United Kingdom;441;423
539421;12/17/2020;14016;EIRE;374;754
566426;09/12/2021;17865;United Kingdom;484;663
574171;11/03/2021;;United Kingdom;-130;0
563239;8/15/2021;15048;United Kingdom;51;68
540462;01/07/2021;16779;United Kingdom;195;435
538847;12/14/2020;17404;Sweden;-240;-1188
544317;2/17/2021;18138;United Kingdom;38;153
552553;05/10/2021;15674;United Kingdom;-1;-335
561499;7/27/2021;;United Kingdom;52;0
567355;9/19/2021;15764;United Kingdom;-1;-4
539716;12/21/2020;17990;United Kingdom;52;148
546182;03/10/2021;14334;United Kingdom;249;367
573581;10/31/2021;14911;EIRE;392;597
537419;12/06/2020;13495;United Kingdom;209;511
569400;10/04/2021;17381;United Kingdom;110;231
579196;11/28/2021;14096;United Kingdom;2106;8108
576224;11/14/2021;15458;United Kingdom;156;162
556306;06/10/2021;;United Kingdom;-30;0
538011;12/09/2020;14896;United Kingdom;184;257
554694;5/25/2021;;United Kingdom;549;2217
562343;08/04/2021;17381;United Kingdom;1208;376
547053;3/20/2021;13001;United Kingdom;244;500
559032;07/05/2021;17511;United Kingdom;1502;2156
536834;12/02/2020;14576;United Kingdom;12;35
557313;6/19/2021;13524;United Kingdom;30;89
577022;11/17/2021;13668;United Kingdom;195;332
571214;10/14/2021;14390;United Kingdom;451;880
572617;10/25/2021;18272;United Kingdom;331;604
544831;2/24/2021;15146;United Kingdom;-14;-14
574331;11/04/2021;13178;United Kingdom;264;262
540993;1/13/2021;13284;United Kingdom;91;201
536846;12/02/2020;14573;United Kingdom;134;413
542643;1/31/2021;13615;United Kingdom;-6;-18
537863;12/08/2020;14030;United Kingdom;1;6
572346;10/24/2021;;United Kingdom;-1;-50
575737;11/11/2021;14789;United Kingdom;116;198
559390;07/08/2021;;United Kingdom;-110;0
548460;3/31/2021;16801;United Kingdom;-186;-752
541483;1/18/2021;15395;United Kingdom;17;107
571652;10/18/2021;;Hong Kong;236;423
547912;3/28/2021;18010;United Kingdom;60;175
580707;12/05/2021;12957;United Kingdom;-6;-10
576074;11/13/2021;13178;United Kingdom;168;306
538161;12/09/2020;;United Kingdom;-100;0
572096;10/20/2021;16813;United Kingdom;189;245
564437;8/25/2021;13320;United Kingdom;361;473
571283;10/16/2021;16533;United Kingdom;375;611
580129;12/01/2021;17426;United Kingdom;447;634
553568;5/18/2021;13650;United Kingdom;-4;-27
547839;3/27/2021;12916;United Kingdom;280;650
576076;11/13/2021;14382;United Kingdom;1237;626
538128;12/09/2020;;United Kingdom;46;0
538803;12/14/2020;16262;United Kingdom;-5;-32
543375;02/07/2021;16321;Australia;-21;-68
555011;5/31/2021;16168;United Kingdom;20;75
556803;6/14/2021;;United Kingdom;459;2274
558035;6/24/2021;15258;United Kingdom;64;308
578704;11/25/2021;18172;United Kingdom;160;408
545015;2/25/2021;13742;United Kingdom;51;176
578373;11/24/2021;17451;United Kingdom;286;340
558768;07/03/2021;15952;United Kingdom;21;95
543993;2/15/2021;17612;United Kingdom;178;305
578273;11/23/2021;14335;Germany;39;109
557570;6/21/2021;15998;United Kingdom;269;330
540828;01/11/2021;;United Kingdom;24;145
567352;9/19/2021;;Hong Kong;-1;-2654
543555;02/10/2021;17686;United Kingdom;616;1593
550777;4/20/2021;16558;United Kingdom;371;307
556272;06/09/2021;15159;United Kingdom;-3;-9
551525;05/01/2021;14667;United Kingdom;274;440
556787;6/14/2021;16745;United Kingdom;-8;-24
568572;9/28/2021;15194;United Kingdom;-12;-9
559638;07/11/2021;17381;United Kingdom;264;252
568145;9/25/2021;12388;Australia;478;826
565372;09/02/2021;17090;United Kingdom;48;163
577174;11/18/2021;17841;United Kingdom;135;314
555194;06/01/2021;16422;United Kingdom;524;588
580708;12/05/2021;14546;United Kingdom;-12;-15
548551;04/01/2021;14886;United Kingdom;160;365
563909;8/21/2021;15701;United Kingdom;479;857
555557;06/05/2021;13682;United Kingdom;10;60
572443;10/24/2021;14145;United Kingdom;180;891
559835;7/13/2021;13509;United Kingdom;1;15
554712;5/26/2021;16873;United Kingdom;218;547
557130;6/17/2021;14005;United Kingdom;270;144
561212;7/25/2021;17175;United Kingdom;-1;-13
579742;11/30/2021;;United Kingdom;-1131;0
543671;02/11/2021;18087;United Kingdom;-48;-41
578294;11/23/2021;16790;United Kingdom;31;91
545518;03/03/2021;18218;United Kingdom;358;309
570188;10/07/2021;13763;United Kingdom;728;1715
564556;8/25/2021;12748;United Kingdom;18;67
567201;9/19/2021;;United Kingdom;110;0
547718;3/25/2021;17450;United Kingdom;24;58
563564;8/17/2021;16633;United Kingdom;162;465
559108;07/06/2021;13094;United Kingdom;192;224
568389;9/27/2021;12971;United Kingdom;76;164
537871;12/08/2020;12748;United Kingdom;123;167
571061;10/13/2021;;United Kingdom;392;3049
553048;5/13/2021;14291;United Kingdom;348;612
576790;11/16/2021;12569;Germany;6;68
575494;11/10/2021;17500;United Kingdom;7;288
546886;3/17/2021;12520;Germany;-9;-52
558762;07/03/2021;15023;United Kingdom;41;406
559049;07/05/2021;12494;France;-2;-18
539948;12/23/2020;;EIRE;-4;-15
573540;10/31/2021;;United Kingdom;2;11
576191;11/14/2021;17377;United Kingdom;105;214
580974;12/06/2021;14293;United Kingdom;282;307
539993;01/04/2021;13313;United Kingdom;171;307
579260;11/29/2021;14618;United Kingdom;143;257
558894;07/04/2021;16344;United Kingdom;18;101
574887;11/07/2021;13717;United Kingdom;212;187
542729;1/31/2021;15194;United Kingdom;260;316
555536;06/05/2021;17675;United Kingdom;86;239
544458;2/20/2021;14667;United Kingdom;-2;-4
554465;5/24/2021;13534;United Kingdom;170;301
554685;5/25/2021;16161;United Kingdom;-3;-26
544481;2/21/2021;18155;United Kingdom;91;114
554332;5/23/2021;14009;United Kingdom;-4;-10
536698;12/02/2020;15363;United Kingdom;144;326
553578;5/18/2021;13767;United Kingdom;136;356
576774;11/16/2021;13131;United Kingdom;166;301
540829;01/11/2021;13784;United Kingdom;156;114
561896;7/31/2021;15819;United Kingdom;225;408
579469;11/29/2021;13068;United Kingdom;100;179
581470;12/08/2021;17924;United Kingdom;-4;-8
538814;12/14/2020;15983;United Kingdom;140;325
538095;12/09/2020;17097;Spain;67;175
554072;5/22/2021;13555;United Kingdom;463;614
556127;06/09/2021;12406;Denmark;793;1621
546317;03/11/2021;14913;United Kingdom;484;315
554705;5/26/2021;12910;United Kingdom;126;364
579129;11/28/2021;17852;United Kingdom;15;44
566021;09/08/2021;15306;United Kingdom;234;312
569078;9/30/2021;14688;United Kingdom;137;235
544917;2/24/2021;13751;United Kingdom;152;296
572063;10/20/2021;14606;United Kingdom;68;112
567667;9/21/2021;;United Kingdom;377;1427
564365;8/24/2021;;United Kingdom;41;112
575603;11/10/2021;18125;United Kingdom;109;198
550123;4/14/2021;;United Kingdom;320;322
550278;4/15/2021;;United Kingdom;599;2858
563014;08/11/2021;13408;United Kingdom;228;384
581266;12/08/2021;12621;Germany;992;1188
562201;08/03/2021;14527;United Kingdom;40;167
580833;12/06/2021;16764;United Kingdom;96;203
540272;01/06/2021;;United Kingdom;-54;0
542863;02/01/2021;13494;United Kingdom;162;316
544118;2/16/2021;16306;United Kingdom;-12;-20
550339;4/17/2021;17697;United Kingdom;93;339
545149;2/28/2021;15062;United Kingdom;101;252
558344;6/28/2021;;United Kingdom;4;0
552045;05/06/2021;18241;United Kingdom;241;366
547838;3/27/2021;12916;United Kingdom;-8;-24
563618;8/18/2021;15400;United Kingdom;32;67
560555;7/19/2021;14178;United Kingdom;121;116
538037;12/09/2020;17430;United Kingdom;60;113
569110;9/30/2021;17675;United Kingdom;396;1026
548628;04/01/2021;13184;United Kingdom;-6;-23
559127;07/06/2021;15971;United Kingdom;145;302
544576;2/21/2021;;United Kingdom;-1;-149
574708;11/06/2021;17107;United Kingdom;10;71
572380;10/24/2021;16019;United Kingdom;322;417
579300;11/29/2021;14667;United Kingdom;308;375
547674;3/24/2021;15835;United Kingdom;88;187
560818;7/21/2021;17811;United Kingdom;-2;-7
564557;8/25/2021;17576;United Kingdom;35;80
562770;08/09/2021;17139;United Kingdom;708;1257
560699;7/20/2021;13217;United Kingdom;-4;-3
553141;5/13/2021;15907;United Kingdom;157;251
552979;05/12/2021;;United Kingdom;-217;0
551698;05/03/2021;13694;United Kingdom;645;1133
579900;12/01/2021;15951;United Kingdom;139;333
546928;3/18/2021;17685;United Kingdom;196;327
569361;10/03/2021;16183;United Kingdom;113;339
557848;6/23/2021;15220;United Kingdom;78;89
543623;02/10/2021;16405;United Kingdom;184;160
556091;06/08/2021;;United Kingdom;54;411
562606;08/08/2021;13552;United Kingdom;24;20
565472;09/05/2021;16255;United Kingdom;277;385
553868;5/19/2021;16998;United Kingdom;48;190
566396;09/12/2021;14292;United Kingdom;268;554
571730;10/19/2021;16851;United Kingdom;83;111
561002;7/22/2021;13750;United Kingdom;96;325
563945;8/22/2021;17581;United Kingdom;64;66
566468;09/12/2021;13319;United Kingdom;-5;-33
540367;01/06/2021;12413;France;-3;-54
551532;05/01/2021;16554;United Kingdom;128;313
554989;5/29/2021;15897;United Kingdom;116;102
562447;08/04/2021;15251;United Kingdom;112;492
578541;11/24/2021;14277;France;825;2079
546137;03/09/2021;;United Kingdom;-197;0
556933;6/15/2021;;United Kingdom;2;0
576926;11/17/2021;14113;United Kingdom;188;442
545018;2/25/2021;14481;United Kingdom;234;303
579011;11/28/2021;15078;United Kingdom;152;308
554529;5/24/2021;14226;United Kingdom;-2;-8
540519;01/09/2021;12793;Portugal;230;414
542409;1/27/2021;15311;United Kingdom;127;305
544931;2/24/2021;13501;Switzerland;560;1340
546662;3/15/2021;16782;United Kingdom;32;95
577503;11/20/2021;18110;United Kingdom;86;236
546130;03/09/2021;;United Kingdom;-1277;0
551271;4/27/2021;17187;United Kingdom;144;204
553235;5/16/2021;13018;United Kingdom;311;345
572562;10/25/2021;13481;United Kingdom;281;443
567148;9/16/2021;18225;United Kingdom;639;1188
552970;05/12/2021;17388;United Kingdom;360;382
572299;10/23/2021;13598;United Kingdom;-1;-13
554808;5/26/2021;17059;United Kingdom;154;329
578312;11/23/2021;14032;United Kingdom;90;229
539439;12/17/2020;13869;United Kingdom;156;324
550210;4/15/2021;;United Kingdom;103;789
551868;05/04/2021;12540;Spain;747;1380
541245;1/16/2021;15535;United Kingdom;-12;-51
580166;12/02/2021;13495;United Kingdom;76;313
579464;11/29/2021;15214;United Kingdom;104;180
557504;6/20/2021;16839;United Kingdom;40;216
564092;8/23/2021;13767;United Kingdom;165;386
581458;12/08/2021;17949;United Kingdom;1500;1080
544507;2/21/2021;17865;United Kingdom;-7;-77
539655;12/20/2020;13089;United Kingdom;-24;-35
540403;01/07/2021;17230;United Kingdom;-1;-3
544047;2/15/2021;;United Kingdom;-1;-1436
576317;11/14/2021;15781;United Kingdom;114;134
577521;11/20/2021;16411;United Kingdom;62;83
566175;09/09/2021;18237;United Kingdom;104;159
560578;7/19/2021;;United Kingdom;12;0
558077;6/26/2021;13408;United Kingdom;574;708
558777;07/04/2021;;United Kingdom;828;5079
573385;10/30/2021;13421;United Kingdom;686;1026
564229;8/24/2021;;United Kingdom;20;0
547049;3/20/2021;17134;United Kingdom;80;331
552546;05/10/2021;13767;United Kingdom;-11;-32
543349;02/07/2021;17774;United Kingdom;89;220
549756;04/12/2021;14111;United Kingdom;148;94
559031;07/05/2021;15985;United Kingdom;-250;-105
579096;11/28/2021;15561;United Kingdom;172;351
561384;7/27/2021;13194;United Kingdom;26;61
546625;3/15/2021;17542;United Kingdom;134;171
561475;7/27/2021;;United Kingdom;-3;0
551813;05/04/2021;18065;United Kingdom;70;225
547991;3/29/2021;15589;United Kingdom;24;30
571202;10/14/2021;14937;Channel Islands;72;212
574956;11/08/2021;16732;United Kingdom;317;604
565366;09/02/2021;17091;United Kingdom;265;690
547500;3/23/2021;13408;United Kingdom;414;525
544553;2/21/2021;14092;United Kingdom;-1;-4
565063;8/31/2021;;United Kingdom;-18;0
575705;11/10/2021;15159;United Kingdom;392;827
555327;06/02/2021;;United Kingdom;101;620
569968;10/06/2021;17921;United Kingdom;137;225
581011;12/07/2021;14397;United Kingdom;176;221
571476;10/17/2021;13546;United Kingdom;106;230
570091;10/07/2021;15632;United Kingdom;600;627
564763;8/30/2021;14096;United Kingdom;-1;-2
576876;11/16/2021;16804;United Kingdom;188;412
569328;10/03/2021;14360;United Kingdom;56;158
580605;12/05/2021;;United Kingdom;-1;-17836
551651;05/03/2021;14800;United Kingdom;10;9
565091;09/01/2021;16011;United Kingdom;195;299
569655;10/05/2021;14534;United Kingdom;-88;-139
574526;11/04/2021;14567;United Kingdom;-2;-6
542241;1/26/2021;16409;United Kingdom;135;272
552530;05/10/2021;13055;United Kingdom;252;345
539290;12/16/2020;16271;United Kingdom;128;133
567952;9/23/2021;18226;United Kingdom;-4;-20
559743;07/12/2021;13599;United Kingdom;-13;-8
580954;12/06/2021;12967;United Kingdom;-194;-436
558462;6/29/2021;13982;United Kingdom;271;326
550633;4/19/2021;17449;United Kingdom;186;300
550527;4/19/2021;12476;Germany;628;1412
548383;3/30/2021;;United Kingdom;5;0
571100;10/13/2021;16682;United Kingdom;108;107
559911;7/13/2021;13777;United Kingdom;104;271
538706;12/14/2020;14667;United Kingdom;392;312
576927;11/17/2021;12567;France;772;1551
560442;7/18/2021;15860;United Kingdom;36;120
554964;5/27/2021;15867;United Kingdom;208;252
575922;11/11/2021;15681;United Kingdom;260;480
541262;1/16/2021;18069;United Kingdom;162;298
545317;03/01/2021;;United Kingdom;77;580
571676;10/18/2021;16910;United Kingdom;128;269
567950;9/23/2021;17069;United Kingdom;-6;-17
551305;4/27/2021;16145;United Kingdom;458;337
558702;07/01/2021;12748;United Kingdom;83;156
569714;10/05/2021;18033;United Kingdom;253;98
575045;11/08/2021;14910;United Kingdom;54;102
569134;9/30/2021;15411;United Kingdom;251;609
563506;8/17/2021;17398;United Kingdom;51;125
562562;08/05/2021;16271;United Kingdom;201;299
573139;10/27/2021;14716;United Kingdom;249;141
541701;1/21/2021;14895;United Kingdom;-7;-46
557322;6/20/2021;17444;Canada;1092;1171
552852;05/11/2021;16712;United Kingdom;215;416
542005;1/25/2021;14409;United Kingdom;253;337
580768;12/06/2021;13914;United Kingdom;-1;-13
544767;2/23/2021;;United Kingdom;58;371
560391;7/18/2021;12930;United Kingdom;-1;-3
556286;06/10/2021;;United Kingdom;-16;0
561023;7/24/2021;13576;United Kingdom;144;354
573989;11/02/2021;;United Kingdom;2;0
568589;9/28/2021;17405;United Kingdom;228;490
